sampid,gender,birthy,w01ecoact,w01student,w01edu,w01region,y01e606,w02ecoact,w02student,w03ecoact,w03student,neet_w1,outcome,gender_label,age,edu_label,region_label,health_label
103219,1,1995,3,2,2,2,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,26,고졸,부산,좋은 편
103220,2,1993,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,28,대졸,부산,좋은 편
103225,2,1995,3,2,4,2,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,부산,좋은 편
103244,2,1998,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,23,대졸,부산,좋은 편
103254,2,1995,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,26,대졸,부산,좋은 편
103256,1,1993,2,2,4,2,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,부산,보통
103258,1,1999,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,22,고졸,대구,좋은 편
103262,1,1995,3,2,2,3,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,고졸,대구,보통
103265,1,2000,3,2,3,3,4,3.0,2.0,2.0,2.0,True,미취업,남성,21,전문대졸,대구,좋은 편
103271,1,1995,3,2,2,3,3,3.0,2.0,1.0,2.0,True,취업 성공,남성,26,고졸,대구,보통
103279,1,2002,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,19,고졸,대구,좋은 편
103285,2,2002,3,2,2,3,4,,,,,True,미취업,여성,19,고졸,대구,좋은 편
103289,2,1994,3,2,3,3,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,27,전문대졸,대구,보통
103292,2,1996,3,2,2,3,4,,,,,True,미취업,여성,25,고졸,대구,좋은 편
103293,1,1995,3,2,2,3,4,1.0,2.0,2.0,2.0,True,취업 성공,남성,26,고졸,대구,좋은 편
103296,1,1995,2,2,3,3,4,1.0,2.0,,,True,취업 성공,남성,26,전문대졸,대구,좋은 편
103297,1,1998,3,2,2,3,3,2.0,2.0,2.0,2.0,True,미취업,남성,23,고졸,대구,보통
103298,2,1993,3,2,3,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,28,전문대졸,대구,좋은 편
103302,2,1994,3,2,4,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,27,대졸,대구,좋은 편
103306,2,1998,3,2,3,3,4,3.0,1.0,2.0,2.0,True,미취업,여성,23,전문대졸,대구,좋은 편
103308,1,2000,3,2,2,3,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,대구,좋은 편
103309,2,1993,3,2,4,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,28,대졸,대구,좋은 편
103310,1,1996,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,25,고졸,대구,좋은 편
103318,1,1996,3,2,4,3,5,3.0,2.0,,,True,미취업,남성,25,대졸,대구,매우 좋음
103320,1,1996,3,2,4,3,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,25,대졸,대구,매우 좋음
103336,2,1996,3,2,3,3,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,25,전문대졸,대구,좋은 편
103352,2,1993,3,2,3,3,3,1.0,2.0,3.0,2.0,True,취업 성공,여성,28,전문대졸,대구,보통
103360,2,1996,3,2,4,3,5,3.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,대구,매우 좋음
103363,2,1998,3,2,2,3,5,1.0,2.0,1.0,1.0,True,취업 성공,여성,23,고졸,대구,매우 좋음
103364,1,2001,3,2,2,3,5,3.0,2.0,1.0,2.0,True,취업 성공,남성,20,고졸,대구,매우 좋음
103372,1,1994,3,2,4,3,4,,,,,True,미취업,남성,27,대졸,대구,좋은 편
103376,1,1997,3,2,2,3,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,24,고졸,대구,좋은 편
103381,1,1996,3,2,4,3,5,3.0,1.0,3.0,1.0,True,미취업,남성,25,대졸,대구,매우 좋음
103387,2,1996,3,2,3,3,5,3.0,2.0,3.0,2.0,True,미취업,여성,25,전문대졸,대구,매우 좋음
103397,2,1997,3,2,4,3,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,24,대졸,대구,매우 좋음
103401,2,1996,3,2,4,3,5,,,,,True,미취업,여성,25,대졸,대구,매우 좋음
103406,1,1998,2,2,2,3,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,23,고졸,대구,좋은 편
103411,1,1996,3,2,2,3,2,1.0,2.0,1.0,2.0,True,취업 성공,남성,25,고졸,대구,나쁜 편
103427,2,1997,3,2,4,3,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,24,대졸,대구,좋은 편
103482,2,1996,2,2,3,3,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,25,전문대졸,대구,보통
103485,1,1998,3,2,4,3,2,1.0,2.0,1.0,2.0,True,취업 성공,남성,23,대졸,대구,나쁜 편
103487,1,1998,3,2,3,3,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,23,전문대졸,대구,보통
103499,1,1995,3,2,4,3,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,대구,좋은 편
103507,1,1993,3,2,4,3,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,대구,좋은 편
103512,1,2000,2,2,2,3,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,대구,매우 좋음
103514,1,1995,3,2,4,3,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,대구,좋은 편
103528,2,1993,3,2,2,3,4,1.0,2.0,,,True,취업 성공,여성,28,고졸,대구,좋은 편
103535,1,1994,3,2,3,3,4,,,1.0,2.0,True,취업 성공,남성,27,전문대졸,대구,좋은 편
103556,1,2000,3,2,3,3,4,3.0,2.0,3.0,1.0,True,미취업,남성,21,전문대졸,대구,좋은 편
103557,1,1996,3,2,3,3,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,25,전문대졸,대구,좋은 편
103561,2,1995,3,2,4,3,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,대구,좋은 편
103562,2,1998,3,2,3,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,23,전문대졸,대구,좋은 편
103565,1,1995,2,2,4,3,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,대구,매우 좋음
103569,1,1995,3,2,3,3,4,1.0,2.0,3.0,2.0,True,취업 성공,남성,26,전문대졸,대구,좋은 편
103573,1,2000,3,2,3,3,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,21,전문대졸,대구,좋은 편
103575,1,2001,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,20,고졸,대구,좋은 편
103579,2,1998,3,2,3,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,23,전문대졸,대구,좋은 편
103587,1,1993,3,2,4,3,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,대구,좋은 편
103591,2,1995,3,2,1,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,26,고졸 미만,대구,좋은 편
103601,1,2001,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,20,고졸,대구,좋은 편
103604,1,1996,2,2,4,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,25,대졸,대구,좋은 편
103607,1,1995,2,2,4,3,3,1.0,2.0,,,True,취업 성공,남성,26,대졸,대구,보통
103618,2,1996,3,2,4,3,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,대구,좋은 편
103621,1,2002,3,2,2,3,4,3.0,1.0,3.0,1.0,True,미취업,남성,19,고졸,대구,좋은 편
103630,1,1996,3,2,3,3,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,25,전문대졸,대구,좋은 편
103632,2,1999,2,2,3,3,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,22,전문대졸,대구,보통
103638,1,1995,2,2,3,3,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,26,전문대졸,대구,좋은 편
103641,1,1998,3,2,2,3,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,23,고졸,대구,좋은 편
103642,2,1997,3,2,3,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,24,전문대졸,대구,좋은 편
103644,2,1995,2,2,4,3,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,대구,좋은 편
103648,2,1996,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,25,고졸,대구,좋은 편
103653,1,1993,2,2,4,3,3,3.0,2.0,,,True,미취업,남성,28,대졸,대구,보통
103660,2,1994,3,2,2,3,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,27,고졸,대구,좋은 편
103677,1,2001,3,2,2,3,4,3.0,2.0,,,True,미취업,남성,20,고졸,대구,좋은 편
103679,1,1995,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,26,고졸,대구,좋은 편
103697,1,1997,3,2,4,3,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,24,대졸,대구,좋은 편
103708,1,1999,3,2,3,3,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,22,전문대졸,대구,좋은 편
103712,1,1995,3,2,4,3,3,,,,,True,미취업,남성,26,대졸,대구,보통
103716,1,2001,3,2,2,3,3,3.0,2.0,1.0,2.0,True,취업 성공,남성,20,고졸,대구,보통
103723,2,1995,3,2,3,3,3,3.0,2.0,3.0,2.0,True,미취업,여성,26,전문대졸,대구,보통
103725,2,1993,3,2,4,3,3,3.0,2.0,3.0,2.0,True,미취업,여성,28,대졸,대구,보통
103739,2,1994,3,2,4,3,3,,,1.0,2.0,True,취업 성공,여성,27,대졸,대구,보통
103754,1,1993,3,2,2,3,1,3.0,2.0,1.0,2.0,True,취업 성공,남성,28,고졸,대구,매우 나쁨
103756,1,2001,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,20,고졸,대구,좋은 편
103776,1,2002,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,19,고졸,대구,좋은 편
103778,2,2002,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,19,고졸,대구,좋은 편
103788,2,1999,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,22,고졸,대구,좋은 편
103791,2,1996,3,2,4,3,4,1.0,2.0,,,True,취업 성공,여성,25,대졸,대구,좋은 편
103794,2,1996,3,2,4,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,25,대졸,대구,좋은 편
103798,1,2001,3,2,2,3,4,,,3.0,2.0,True,미취업,남성,20,고졸,대구,좋은 편
103806,1,1995,3,2,2,3,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,고졸,대구,좋은 편
103807,1,1996,3,2,2,3,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,25,고졸,대구,좋은 편
103816,2,1995,3,2,3,3,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,전문대졸,대구,좋은 편
103817,1,1995,3,2,4,3,3,3.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,대구,보통
103827,1,1998,3,2,2,3,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,23,고졸,대구,보통
103844,2,1999,2,2,3,3,4,3.0,2.0,3.0,2.0,True,미취업,여성,22,전문대졸,대구,좋은 편
103845,1,2000,3,2,2,3,4,3.0,2.0,3.0,2.0,True,미취업,남성,21,고졸,대구,좋은 편
103846,2,1998,3,2,2,3,4,3.0,2.0,,,True,미취업,여성,23,고졸,대구,좋은 편
103848,1,2002,3,2,2,3,4,,,,,True,미취업,남성,19,고졸,대구,좋은 편
103853,1,1998,3,2,2,3,4,1.0,2.0,,,True,취업 성공,남성,23,고졸,대구,좋은 편
103857,2,1996,3,2,4,3,4,1.0,2.0,,,True,취업 성공,여성,25,대졸,대구,좋은 편
103858,2,1996,3,2,4,3,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,대구,좋은 편
103862,2,1995,3,2,4,3,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,대구,좋은 편
103882,1,1999,3,2,3,4,3,1.0,2.0,3.0,2.0,True,취업 성공,남성,22,전문대졸,인천,보통
103883,1,2000,3,2,2,4,3,3.0,1.0,3.0,1.0,True,미취업,남성,21,고졸,인천,보통
103891,1,1996,3,2,4,4,3,2.0,2.0,1.0,2.0,True,취업 성공,남성,25,대졸,인천,보통
103892,1,1998,3,2,2,4,2,3.0,2.0,3.0,2.0,True,미취업,남성,23,고졸,인천,나쁜 편
103894,2,1998,3,2,2,4,3,1.0,2.0,3.0,2.0,True,취업 성공,여성,23,고졸,인천,보통
103895,1,1996,3,2,2,4,3,3.0,2.0,1.0,2.0,True,취업 성공,남성,25,고졸,인천,보통
103899,1,1996,3,2,3,4,3,1.0,2.0,3.0,2.0,True,취업 성공,남성,25,전문대졸,인천,보통
103923,1,1993,2,2,4,4,3,3.0,2.0,2.0,2.0,True,미취업,남성,28,대졸,인천,보통
103933,1,1996,3,2,2,4,3,,,,,True,미취업,남성,25,고졸,인천,보통
103934,1,2001,2,2,2,4,4,3.0,2.0,2.0,2.0,True,미취업,남성,20,고졸,인천,좋은 편
103943,2,1998,3,2,2,4,3,3.0,2.0,3.0,2.0,True,미취업,여성,23,고졸,인천,보통
103948,2,2000,2,2,3,4,4,3.0,2.0,3.0,2.0,True,미취업,여성,21,전문대졸,인천,좋은 편
103951,2,1996,2,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,인천,좋은 편
103952,2,1995,3,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,인천,좋은 편
103961,2,1996,3,2,2,4,3,3.0,2.0,3.0,2.0,True,미취업,여성,25,고졸,인천,보통
103973,2,1998,3,2,2,4,2,3.0,2.0,3.0,2.0,True,미취업,여성,23,고졸,인천,나쁜 편
103974,1,1996,3,2,2,4,2,3.0,2.0,1.0,2.0,True,취업 성공,남성,25,고졸,인천,나쁜 편
103975,2,1997,3,2,2,4,4,3.0,2.0,3.0,2.0,True,미취업,여성,24,고졸,인천,좋은 편
103976,2,1999,3,2,2,4,4,1.0,2.0,1.0,1.0,True,취업 성공,여성,22,고졸,인천,좋은 편
103977,1,1999,2,2,2,4,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,22,고졸,인천,보통
103978,1,1999,2,2,2,4,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,22,고졸,인천,좋은 편
103994,1,2001,3,2,2,4,2,3.0,2.0,3.0,2.0,True,미취업,남성,20,고졸,인천,나쁜 편
103996,2,1996,3,2,2,4,5,2.0,2.0,1.0,2.0,True,취업 성공,여성,25,고졸,인천,매우 좋음
104001,2,2002,2,2,2,4,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,19,고졸,인천,매우 좋음
104002,2,1995,2,2,4,4,4,1.0,2.0,,,True,취업 성공,여성,26,대졸,인천,좋은 편
104020,2,1996,3,2,4,4,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,인천,좋은 편
104023,2,1997,3,2,4,4,4,3.0,2.0,3.0,2.0,True,미취업,여성,24,대졸,인천,좋은 편
104026,2,1995,3,2,4,4,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,인천,매우 좋음
104027,2,1996,3,2,1,4,3,1.0,2.0,,,True,취업 성공,여성,25,고졸 미만,인천,보통
104029,2,1998,2,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,23,대졸,인천,좋은 편
104030,2,1995,3,2,2,4,1,3.0,2.0,3.0,2.0,True,미취업,여성,26,고졸,인천,매우 나쁨
104031,1,1998,3,2,2,4,1,3.0,2.0,3.0,2.0,True,미취업,남성,23,고졸,인천,매우 나쁨
104033,1,2000,2,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,인천,좋은 편
104034,1,1993,2,2,4,4,4,2.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,인천,좋은 편
104039,2,1994,3,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,27,대졸,인천,좋은 편
104042,1,1993,2,2,4,4,4,,,,,True,미취업,남성,28,대졸,인천,좋은 편
104044,1,1993,2,2,2,4,4,1.0,2.0,3.0,2.0,True,취업 성공,남성,28,고졸,인천,좋은 편
104050,2,1995,2,2,3,4,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,전문대졸,인천,매우 좋음
104051,2,1999,3,2,2,4,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,22,고졸,인천,매우 좋음
104055,1,1994,2,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,27,고졸,인천,좋은 편
104057,2,1999,3,2,2,4,2,3.0,2.0,3.0,2.0,True,미취업,여성,22,고졸,인천,나쁜 편
104059,1,2000,2,2,2,4,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,인천,매우 좋음
104061,1,1994,3,2,4,4,4,,,3.0,2.0,True,미취업,남성,27,대졸,인천,좋은 편
104067,1,1998,2,2,3,4,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,23,전문대졸,인천,매우 좋음
104074,1,1998,3,2,2,4,3,2.0,2.0,1.0,2.0,True,취업 성공,남성,23,고졸,인천,보통
104075,2,1998,3,2,2,4,4,3.0,1.0,1.0,1.0,True,취업 성공,여성,23,고졸,인천,좋은 편
104076,2,1995,3,2,3,4,2,,,,,True,미취업,여성,26,전문대졸,인천,나쁜 편
104079,2,1998,2,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,23,대졸,인천,좋은 편
104084,2,1995,2,2,4,4,5,3.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,인천,매우 좋음
104086,2,1995,3,2,4,4,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,인천,보통
104091,1,1996,2,2,4,4,5,1.0,2.0,2.0,2.0,True,취업 성공,남성,25,대졸,인천,매우 좋음
104096,1,2001,3,2,2,4,4,2.0,2.0,1.0,2.0,True,취업 성공,남성,20,고졸,인천,좋은 편
104097,1,2001,2,2,2,4,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,20,고졸,인천,좋은 편
104098,2,2002,3,2,2,4,5,3.0,1.0,,,True,미취업,여성,19,고졸,인천,매우 좋음
104099,1,1998,3,2,2,4,2,3.0,2.0,3.0,2.0,True,미취업,남성,23,고졸,인천,나쁜 편
104100,2,1998,3,2,1,4,5,,,,,True,미취업,여성,23,고졸 미만,인천,매우 좋음
104104,1,2001,2,2,2,4,4,2.0,2.0,3.0,2.0,True,미취업,남성,20,고졸,인천,좋은 편
104106,2,2000,3,2,2,4,4,1.0,2.0,3.0,2.0,True,취업 성공,여성,21,고졸,인천,좋은 편
104124,1,1997,3,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,24,고졸,인천,좋은 편
104126,1,1999,3,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,22,고졸,인천,좋은 편
104128,1,1995,2,2,4,4,4,2.0,2.0,2.0,2.0,True,미취업,남성,26,대졸,인천,좋은 편
104130,2,1999,2,2,3,4,4,2.0,2.0,3.0,2.0,True,미취업,여성,22,전문대졸,인천,좋은 편
104146,1,1995,2,2,3,4,4,2.0,2.0,3.0,2.0,True,미취업,남성,26,전문대졸,인천,좋은 편
104147,2,1999,3,2,2,4,5,3.0,2.0,1.0,2.0,True,취업 성공,여성,22,고졸,인천,매우 좋음
104149,2,1995,3,2,3,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,전문대졸,인천,좋은 편
104151,2,2001,3,2,2,4,3,,,,,True,미취업,여성,20,고졸,인천,보통
104155,2,1993,3,2,4,4,4,3.0,2.0,3.0,2.0,True,미취업,여성,28,대졸,인천,좋은 편
104158,1,1996,2,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,25,고졸,인천,좋은 편
104159,1,1994,2,2,3,4,4,2.0,2.0,1.0,2.0,True,취업 성공,남성,27,전문대졸,인천,좋은 편
104173,1,1993,2,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,인천,좋은 편
104189,1,1998,3,2,3,4,3,3.0,2.0,3.0,2.0,True,미취업,남성,23,전문대졸,인천,보통
104192,2,2002,3,2,2,4,4,3.0,1.0,3.0,1.0,True,미취업,여성,19,고졸,인천,좋은 편
104194,2,1998,2,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,23,대졸,인천,좋은 편
104199,1,1999,3,2,3,4,4,3.0,2.0,2.0,2.0,True,미취업,남성,22,전문대졸,인천,좋은 편
104208,1,1999,2,2,3,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,22,전문대졸,인천,좋은 편
104219,1,1995,3,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,고졸,인천,좋은 편
104221,2,1998,3,2,2,4,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,23,고졸,인천,좋은 편
104228,1,2000,3,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,인천,좋은 편
104255,1,1994,2,2,4,4,4,1.0,2.0,,,True,취업 성공,남성,27,대졸,인천,좋은 편
104265,2,1993,2,2,3,4,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,28,전문대졸,인천,좋은 편
104270,2,2002,3,2,2,4,4,1.0,1.0,1.0,1.0,True,취업 성공,여성,19,고졸,인천,좋은 편
104276,2,1998,2,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,23,대졸,인천,좋은 편
104281,2,1993,3,2,2,4,4,3.0,2.0,3.0,2.0,True,미취업,여성,28,고졸,인천,좋은 편
104287,2,1996,3,2,4,4,4,,,,,True,미취업,여성,25,대졸,인천,좋은 편
104294,1,1993,3,2,2,4,2,3.0,2.0,2.0,2.0,True,미취업,남성,28,고졸,인천,나쁜 편
104299,2,1993,3,2,3,4,2,1.0,2.0,,,True,취업 성공,여성,28,전문대졸,인천,나쁜 편
104306,2,1993,3,2,2,4,2,1.0,2.0,3.0,2.0,True,취업 성공,여성,28,고졸,인천,나쁜 편
104314,2,1995,3,2,3,4,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,전문대졸,인천,보통
104331,2,2000,3,2,3,4,4,3.0,2.0,3.0,2.0,True,미취업,여성,21,전문대졸,인천,좋은 편
104334,2,1997,2,2,4,4,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,24,대졸,인천,좋은 편
104337,1,1996,3,2,4,4,4,3.0,2.0,3.0,2.0,True,미취업,남성,25,대졸,인천,좋은 편
104341,2,2002,3,2,2,4,3,3.0,2.0,3.0,1.0,True,미취업,여성,19,고졸,인천,보통
104345,2,1998,3,2,4,4,4,2.0,2.0,,,True,미취업,여성,23,대졸,인천,좋은 편
104351,2,2002,3,2,2,4,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,19,고졸,인천,보통
104370,2,1999,3,2,2,4,4,3.0,1.0,3.0,1.0,True,미취업,여성,22,고졸,인천,좋은 편
104375,2,1995,3,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,인천,좋은 편
104379,1,2000,3,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,인천,좋은 편
104381,2,2001,2,2,2,4,4,1.0,2.0,2.0,2.0,True,취업 성공,여성,20,고졸,인천,좋은 편
104383,1,1999,3,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,22,고졸,인천,좋은 편
104409,1,1999,2,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,22,고졸,인천,좋은 편
104419,1,1997,3,2,2,4,4,2.0,2.0,2.0,2.0,True,미취업,남성,24,고졸,인천,좋은 편
104425,2,2000,3,2,3,4,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,21,전문대졸,인천,보통
104428,2,1995,3,2,4,4,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,인천,좋은 편
104432,1,1996,3,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,25,대졸,인천,좋은 편
104443,1,2002,3,2,2,4,4,3.0,1.0,3.0,1.0,True,미취업,남성,19,고졸,인천,좋은 편
104447,2,1999,3,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,22,고졸,인천,좋은 편
104459,1,1995,3,2,4,4,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,인천,좋은 편
104476,2,1999,3,2,2,4,3,3.0,2.0,1.0,2.0,True,취업 성공,여성,22,고졸,인천,보통
104477,2,1997,3,2,3,4,3,,,,,True,미취업,여성,24,전문대졸,인천,보통
104489,1,1994,3,2,2,4,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,27,고졸,인천,보통
104490,1,1998,3,2,2,4,2,3.0,2.0,3.0,2.0,True,미취업,남성,23,고졸,인천,나쁜 편
104497,1,1998,3,2,2,4,3,3.0,2.0,1.0,2.0,True,취업 성공,남성,23,고졸,인천,보통
104502,2,1998,3,2,2,4,3,1.0,2.0,3.0,2.0,True,취업 성공,여성,23,고졸,인천,보통
104523,1,2002,3,2,2,4,4,3.0,2.0,3.0,1.0,True,미취업,남성,19,고졸,인천,좋은 편
104525,1,1997,3,2,3,4,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,24,전문대졸,인천,보통
104526,2,1997,3,2,2,4,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,24,고졸,인천,좋은 편
104527,2,1995,3,2,1,4,4,,,,,True,미취업,여성,26,고졸 미만,인천,좋은 편
104530,2,1995,3,2,3,4,3,3.0,2.0,3.0,2.0,True,미취업,여성,26,전문대졸,인천,보통
104544,2,1995,3,2,3,4,4,1.0,2.0,3.0,2.0,True,취업 성공,여성,26,전문대졸,인천,좋은 편
104548,1,1996,3,2,2,4,4,,,,,True,미취업,남성,25,고졸,인천,좋은 편
104549,1,1993,3,2,4,4,4,,,,,True,미취업,남성,28,대졸,인천,좋은 편
104556,1,1999,3,2,2,4,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,22,고졸,인천,보통
104563,1,1999,3,2,2,4,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,22,고졸,인천,매우 좋음
104567,1,1998,2,2,2,4,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,23,고졸,인천,좋은 편
104568,1,1998,3,2,2,4,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,23,고졸,인천,보통
104572,2,1996,2,2,4,4,4,2.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,인천,좋은 편
104575,2,1999,3,2,2,4,4,3.0,2.0,3.0,2.0,True,미취업,여성,22,고졸,인천,좋은 편
104579,2,1993,2,2,4,4,3,3.0,2.0,3.0,2.0,True,미취업,여성,28,대졸,인천,보통
104581,1,1998,3,2,2,4,4,3.0,2.0,3.0,2.0,True,미취업,남성,23,고졸,인천,좋은 편
104586,2,1999,3,2,4,4,3,3.0,2.0,1.0,2.0,True,취업 성공,여성,22,대졸,인천,보통
104593,2,1999,3,2,3,4,4,3.0,2.0,3.0,2.0,True,미취업,여성,22,전문대졸,인천,좋은 편
104595,2,1997,3,2,2,4,3,3.0,2.0,3.0,2.0,True,미취업,여성,24,고졸,인천,보통
104603,2,1994,3,2,4,4,3,2.0,2.0,3.0,2.0,True,미취업,여성,27,대졸,인천,보통
104614,2,2002,3,2,2,5,3,,,3.0,1.0,True,미취업,여성,19,고졸,광주,보통
104616,1,1998,3,2,2,5,3,3.0,2.0,1.0,2.0,True,취업 성공,남성,23,고졸,광주,보통
104619,2,1999,3,2,2,5,3,,,,,True,미취업,여성,22,고졸,광주,보통
104621,1,2000,3,2,2,5,3,,,,,True,미취업,남성,21,고졸,광주,보통
104626,1,1995,3,2,2,5,3,,,,,True,미취업,남성,26,고졸,광주,보통
