sampid,gender,birthy,w01ecoact,w01student,w01edu,w01region,y01e606,w02ecoact,w02student,w03ecoact,w03student,neet_w1,outcome,gender_label,age,edu_label,region_label,health_label
101815,1,2002,3,2,2,1,4,3.0,1.0,,,True,미취업,남성,19,고졸,서울,좋은 편
101819,2,1997,2,2,4,1,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,24,대졸,서울,좋은 편
101839,1,1994,3,2,2,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,27,고졸,서울,좋은 편
101853,2,1993,3,2,4,1,3,1.0,2.0,3.0,2.0,True,취업 성공,여성,28,대졸,서울,보통
101856,1,1996,3,2,4,1,4,3.0,2.0,,,True,미취업,남성,25,대졸,서울,좋은 편
101863,1,2002,3,2,2,1,4,3.0,1.0,3.0,1.0,True,미취업,남성,19,고졸,서울,좋은 편
101873,2,2002,3,2,2,1,4,3.0,1.0,1.0,2.0,True,취업 성공,여성,19,고졸,서울,좋은 편
101879,1,1996,2,2,3,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,25,전문대졸,서울,좋은 편
101890,1,2001,3,2,2,1,5,,,,,True,미취업,남성,20,고졸,서울,매우 좋음
101905,2,1996,3,2,4,1,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,서울,좋은 편
101929,2,1993,3,2,5,1,3,3.0,2.0,3.0,2.0,True,미취업,여성,28,대학원졸,서울,보통
101933,2,1999,3,2,3,1,3,3.0,2.0,2.0,2.0,True,미취업,여성,22,전문대졸,서울,보통
101941,1,1997,3,2,4,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,24,대졸,서울,좋은 편
101944,1,1994,3,2,2,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,27,고졸,서울,좋은 편
101945,1,1995,3,2,3,1,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,전문대졸,서울,매우 좋음
101948,2,2001,3,2,2,1,3,3.0,2.0,1.0,1.0,True,취업 성공,여성,20,고졸,서울,보통
101953,1,1993,3,2,2,1,4,,,3.0,2.0,True,미취업,남성,28,고졸,서울,좋은 편
101962,2,1997,3,2,3,1,4,1.0,2.0,,,True,취업 성공,여성,24,전문대졸,서울,좋은 편
101972,2,1996,3,2,4,1,4,3.0,2.0,,,True,미취업,여성,25,대졸,서울,좋은 편
101974,2,1994,3,2,4,1,4,,,,,True,미취업,여성,27,대졸,서울,좋은 편
101986,1,2000,3,2,2,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,서울,좋은 편
101993,2,1997,3,2,2,1,3,1.0,2.0,,,True,취업 성공,여성,24,고졸,서울,보통
101997,1,2002,3,2,2,1,5,,,,,True,미취업,남성,19,고졸,서울,매우 좋음
102005,2,1995,3,2,3,1,3,,,,,True,미취업,여성,26,전문대졸,서울,보통
102006,1,1996,3,2,4,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,25,대졸,서울,좋은 편
102007,2,1993,3,2,3,1,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,28,전문대졸,서울,좋은 편
102016,1,1998,3,2,1,1,5,,,,,True,미취업,남성,23,고졸 미만,서울,매우 좋음
102018,2,1999,3,2,2,1,3,,,,,True,미취업,여성,22,고졸,서울,보통
102019,1,1999,3,2,3,1,4,3.0,1.0,,,True,미취업,남성,22,전문대졸,서울,좋은 편
102020,2,1996,3,2,4,1,4,2.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,서울,좋은 편
102023,1,1993,3,2,4,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,서울,좋은 편
102029,2,1998,3,2,2,1,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,23,고졸,서울,좋은 편
102030,2,1998,3,2,2,1,4,,,,,True,미취업,여성,23,고졸,서울,좋은 편
102034,1,1997,3,2,2,1,4,,,,,True,미취업,남성,24,고졸,서울,좋은 편
102036,1,1995,3,2,2,1,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,고졸,서울,보통
102038,2,1999,3,2,3,1,5,1.0,2.0,,,True,취업 성공,여성,22,전문대졸,서울,매우 좋음
102039,1,2001,3,2,2,1,5,2.0,2.0,,,True,미취업,남성,20,고졸,서울,매우 좋음
102041,1,2001,3,2,2,1,5,3.0,2.0,1.0,2.0,True,취업 성공,남성,20,고졸,서울,매우 좋음
102045,1,1996,3,2,1,1,4,,,,,True,미취업,남성,25,고졸 미만,서울,좋은 편
102046,2,1998,3,2,2,1,4,,,,,True,미취업,여성,23,고졸,서울,좋은 편
102050,2,1994,3,2,4,1,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,27,대졸,서울,보통
102052,2,1998,3,2,4,1,5,,,,,True,미취업,여성,23,대졸,서울,매우 좋음
102058,1,1995,3,2,4,1,5,3.0,2.0,3.0,2.0,True,미취업,남성,26,대졸,서울,매우 좋음
102060,2,1997,3,2,4,1,4,1.0,2.0,3.0,2.0,True,취업 성공,여성,24,대졸,서울,좋은 편
102061,1,1994,3,2,4,1,4,3.0,2.0,,,True,미취업,남성,27,대졸,서울,좋은 편
102062,2,1998,3,2,4,1,3,3.0,2.0,3.0,2.0,True,미취업,여성,23,대졸,서울,보통
102063,2,2002,3,2,2,1,4,,,,,True,미취업,여성,19,고졸,서울,좋은 편
102064,1,2002,3,2,2,1,4,1.0,2.0,,,True,취업 성공,남성,19,고졸,서울,좋은 편
102069,2,1998,3,2,3,1,4,1.0,2.0,,,True,취업 성공,여성,23,전문대졸,서울,좋은 편
102087,1,1995,3,2,4,1,4,2.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,서울,좋은 편
102093,1,1995,2,2,2,1,4,,,,,True,미취업,남성,26,고졸,서울,좋은 편
102097,2,1997,3,2,2,1,4,3.0,2.0,2.0,2.0,True,미취업,여성,24,고졸,서울,좋은 편
102119,2,1997,2,2,2,1,3,3.0,2.0,3.0,2.0,True,미취업,여성,24,고졸,서울,보통
102122,2,1994,3,2,3,1,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,27,전문대졸,서울,좋은 편
102126,2,1994,3,2,3,1,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,27,전문대졸,서울,좋은 편
102138,2,1993,2,2,2,1,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,28,고졸,서울,좋은 편
102166,1,1993,3,2,3,1,5,2.0,2.0,1.0,2.0,True,취업 성공,남성,28,전문대졸,서울,매우 좋음
102169,1,1999,3,2,2,1,4,,,3.0,2.0,True,미취업,남성,22,고졸,서울,좋은 편
102170,2,1995,3,2,4,1,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,서울,좋은 편
102172,1,1996,3,2,2,1,4,3.0,2.0,3.0,2.0,True,미취업,남성,25,고졸,서울,좋은 편
102175,2,1995,3,2,4,1,2,3.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,서울,나쁜 편
102186,2,1995,3,2,4,1,4,3.0,2.0,3.0,2.0,True,미취업,여성,26,대졸,서울,좋은 편
102207,2,1998,2,2,4,1,4,3.0,2.0,3.0,2.0,True,미취업,여성,23,대졸,서울,좋은 편
102223,2,1997,3,2,4,1,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,24,대졸,서울,좋은 편
102241,2,2000,3,2,2,1,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,21,고졸,서울,좋은 편
102260,2,2002,3,2,2,1,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,19,고졸,서울,좋은 편
102278,1,1994,2,2,5,1,5,,,,,True,미취업,남성,27,대학원졸,서울,매우 좋음
102284,2,2002,3,2,2,1,4,2.0,2.0,1.0,2.0,True,취업 성공,여성,19,고졸,서울,좋은 편
102305,1,1999,3,2,2,1,5,3.0,2.0,,,True,미취업,남성,22,고졸,서울,매우 좋음
102306,1,1994,3,2,4,1,4,3.0,2.0,,,True,미취업,남성,27,대졸,서울,좋은 편
102311,2,1993,3,2,4,1,4,,,,,True,미취업,여성,28,대졸,서울,좋은 편
102312,2,2002,3,2,2,1,5,3.0,1.0,1.0,1.0,True,취업 성공,여성,19,고졸,서울,매우 좋음
102319,2,1997,3,2,2,1,4,1.0,1.0,3.0,1.0,True,취업 성공,여성,24,고졸,서울,좋은 편
102320,1,2002,3,2,2,1,4,3.0,1.0,3.0,2.0,True,미취업,남성,19,고졸,서울,좋은 편
102323,1,2001,3,2,2,1,5,3.0,2.0,3.0,2.0,True,미취업,남성,20,고졸,서울,매우 좋음
102337,1,1996,2,2,2,1,4,1.0,2.0,,,True,취업 성공,남성,25,고졸,서울,좋은 편
102340,2,1994,2,2,3,1,3,3.0,2.0,1.0,2.0,True,취업 성공,여성,27,전문대졸,서울,보통
102356,2,2002,3,2,2,1,4,,,,,True,미취업,여성,19,고졸,서울,좋은 편
102357,1,2001,3,2,2,1,4,,,,,True,미취업,남성,20,고졸,서울,좋은 편
102361,1,1994,2,2,4,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,27,대졸,서울,좋은 편
102368,1,1998,3,2,2,1,4,,,,,True,미취업,남성,23,고졸,서울,좋은 편
102378,1,1998,3,2,2,1,5,,,,,True,미취업,남성,23,고졸,서울,매우 좋음
102379,2,2002,3,2,2,1,4,1.0,1.0,,,True,취업 성공,여성,19,고졸,서울,좋은 편
102382,1,1999,3,2,2,1,5,,,1.0,2.0,True,취업 성공,남성,22,고졸,서울,매우 좋음
102399,2,1994,2,2,3,1,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,27,전문대졸,서울,좋은 편
102404,2,1995,2,2,4,1,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,서울,좋은 편
102406,2,1994,2,2,4,1,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,27,대졸,서울,좋은 편
102419,1,1996,3,2,4,1,3,3.0,2.0,1.0,2.0,True,취업 성공,남성,25,대졸,서울,보통
102423,1,2000,3,2,2,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,서울,좋은 편
102428,2,2002,3,2,2,1,4,1.0,1.0,,,True,취업 성공,여성,19,고졸,서울,좋은 편
102440,1,1998,3,2,2,1,4,,,,,True,미취업,남성,23,고졸,서울,좋은 편
102445,1,1996,3,2,2,1,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,25,고졸,서울,좋은 편
102448,1,1994,3,2,4,1,4,2.0,2.0,3.0,2.0,True,미취업,남성,27,대졸,서울,좋은 편
102454,2,1997,2,2,4,1,4,3.0,2.0,3.0,2.0,True,미취업,여성,24,대졸,서울,좋은 편
102457,1,1996,2,2,4,1,4,2.0,2.0,3.0,2.0,True,미취업,남성,25,대졸,서울,좋은 편
102460,2,1994,3,2,1,1,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,27,고졸 미만,서울,좋은 편
102477,2,1993,2,2,4,1,4,,,,,True,미취업,여성,28,대졸,서울,좋은 편
102478,2,1994,2,2,4,1,4,1.0,2.0,,,True,취업 성공,여성,27,대졸,서울,좋은 편
102485,1,1995,2,2,4,2,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,부산,매우 좋음
102490,2,1996,2,2,4,2,5,3.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,부산,매우 좋음
102496,1,1993,3,2,4,2,5,3.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,부산,매우 좋음
102498,2,1993,2,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,28,대졸,부산,좋은 편
102500,1,1997,2,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,24,고졸,부산,좋은 편
102507,1,1993,2,2,4,2,4,2.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,부산,좋은 편
102516,2,1995,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,26,대졸,부산,좋은 편
102524,2,1999,3,2,2,2,4,2.0,2.0,1.0,2.0,True,취업 성공,여성,22,고졸,부산,좋은 편
102526,1,2000,3,2,2,2,3,,,,,True,미취업,남성,21,고졸,부산,보통
102528,1,2002,3,2,2,2,3,1.0,2.0,1.0,2.0,True,취업 성공,남성,19,고졸,부산,보통
102537,2,1995,3,2,4,2,4,3.0,2.0,2.0,2.0,True,미취업,여성,26,대졸,부산,좋은 편
102541,2,1997,2,2,3,2,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,24,전문대졸,부산,매우 좋음
102542,1,1995,3,2,4,2,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,부산,매우 좋음
102546,1,1996,2,2,4,2,5,3.0,2.0,1.0,2.0,True,취업 성공,남성,25,대졸,부산,매우 좋음
102551,2,1998,3,2,4,2,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,23,대졸,부산,매우 좋음
102552,1,1996,3,2,4,2,5,2.0,2.0,1.0,2.0,True,취업 성공,남성,25,대졸,부산,매우 좋음
102554,1,1995,2,2,3,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,전문대졸,부산,좋은 편
102556,1,1994,2,2,4,2,5,1.0,2.0,2.0,2.0,True,취업 성공,남성,27,대졸,부산,매우 좋음
102562,1,1994,3,2,4,2,5,1.0,2.0,,,True,취업 성공,남성,27,대졸,부산,매우 좋음
102569,1,1995,2,2,3,2,5,2.0,2.0,,,True,미취업,남성,26,전문대졸,부산,매우 좋음
102570,1,1995,2,2,4,2,4,,,,,True,미취업,남성,26,대졸,부산,좋은 편
102575,1,1995,2,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,부산,좋은 편
102576,1,1995,2,2,4,2,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,부산,매우 좋음
102577,1,1995,2,2,4,2,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,부산,매우 좋음
102583,2,1993,3,2,3,2,3,,,,,True,미취업,여성,28,전문대졸,부산,보통
102598,1,2000,3,2,2,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,부산,좋은 편
102600,2,1995,2,2,4,2,4,2.0,2.0,2.0,2.0,True,미취업,여성,26,대졸,부산,좋은 편
102607,2,1993,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,28,대졸,부산,좋은 편
102608,2,1995,3,2,2,2,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,고졸,부산,보통
102610,2,1996,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,25,대졸,부산,좋은 편
102614,1,1994,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,27,대졸,부산,좋은 편
102619,1,1995,2,2,3,2,4,2.0,2.0,3.0,2.0,True,미취업,남성,26,전문대졸,부산,좋은 편
102622,2,1996,3,2,2,2,1,3.0,2.0,3.0,2.0,True,미취업,여성,25,고졸,부산,매우 나쁨
102626,2,1997,2,2,4,2,4,,,,,True,미취업,여성,24,대졸,부산,좋은 편
102628,1,2002,2,2,2,2,5,,,3.0,2.0,True,미취업,남성,19,고졸,부산,매우 좋음
102631,2,1997,3,2,4,2,4,3.0,2.0,,,True,미취업,여성,24,대졸,부산,좋은 편
102643,1,1993,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,28,고졸,부산,좋은 편
102646,1,2002,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,19,고졸,부산,좋은 편
102654,1,1994,2,2,2,2,4,2.0,2.0,2.0,2.0,True,미취업,남성,27,고졸,부산,좋은 편
102657,1,1995,2,2,2,2,4,3.0,2.0,2.0,2.0,True,미취업,남성,26,고졸,부산,좋은 편
102670,1,1997,2,2,2,2,5,3.0,2.0,,,True,미취업,남성,24,고졸,부산,매우 좋음
102671,2,1996,2,2,3,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,25,전문대졸,부산,좋은 편
102675,2,2002,3,2,2,2,4,,,,,True,미취업,여성,19,고졸,부산,좋은 편
102676,1,1994,2,2,3,2,4,,,,,True,미취업,남성,27,전문대졸,부산,좋은 편
102680,2,1993,3,2,4,2,4,3.0,2.0,2.0,2.0,True,미취업,여성,28,대졸,부산,좋은 편
102681,2,1995,2,2,3,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,전문대졸,부산,좋은 편
102683,1,1994,2,2,3,2,5,2.0,2.0,2.0,2.0,True,미취업,남성,27,전문대졸,부산,매우 좋음
102684,1,1994,2,2,2,2,4,2.0,2.0,2.0,2.0,True,미취업,남성,27,고졸,부산,좋은 편
102691,2,1993,3,2,2,2,3,1.0,2.0,1.0,2.0,True,취업 성공,여성,28,고졸,부산,보통
102700,1,2002,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,19,고졸,부산,좋은 편
102701,1,2000,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,21,고졸,부산,좋은 편
102703,2,2001,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,20,고졸,부산,좋은 편
102712,2,1995,3,2,2,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,고졸,부산,좋은 편
102714,1,2002,3,2,2,2,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,19,고졸,부산,좋은 편
102716,2,1995,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,부산,좋은 편
102720,1,1997,3,2,2,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,24,고졸,부산,좋은 편
102723,1,1997,3,2,2,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,24,고졸,부산,좋은 편
102725,2,1997,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,24,대졸,부산,좋은 편
102727,2,1993,3,2,4,2,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,28,대졸,부산,매우 좋음
102728,2,1996,3,2,4,2,5,3.0,2.0,3.0,2.0,True,미취업,여성,25,대졸,부산,매우 좋음
102780,2,1996,3,2,4,2,4,,,,,True,미취업,여성,25,대졸,부산,좋은 편
102799,1,1997,3,2,2,2,5,1.0,1.0,1.0,1.0,True,취업 성공,남성,24,고졸,부산,매우 좋음
102800,2,1997,3,2,4,2,5,,,,,True,미취업,여성,24,대졸,부산,매우 좋음
102805,1,1993,3,2,4,2,5,3.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,부산,매우 좋음
102816,2,1994,3,2,1,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,27,고졸 미만,부산,좋은 편
102825,2,1998,3,2,3,2,4,2.0,2.0,1.0,2.0,True,취업 성공,여성,23,전문대졸,부산,좋은 편
102831,2,1996,2,2,3,2,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,25,전문대졸,부산,매우 좋음
102859,1,1996,3,2,4,2,5,,,1.0,2.0,True,취업 성공,남성,25,대졸,부산,매우 좋음
102871,1,2001,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,20,고졸,부산,좋은 편
102873,1,1999,3,2,2,2,4,3.0,1.0,3.0,2.0,True,미취업,남성,22,고졸,부산,좋은 편
102876,2,1993,3,2,3,2,4,3.0,2.0,2.0,2.0,True,미취업,여성,28,전문대졸,부산,좋은 편
102878,2,1997,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,24,대졸,부산,좋은 편
102880,1,1998,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,23,고졸,부산,좋은 편
102883,2,1996,3,2,4,2,3,1.0,2.0,,,True,취업 성공,여성,25,대졸,부산,보통
102885,2,1995,2,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,부산,좋은 편
102890,1,1993,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,부산,좋은 편
102894,2,1993,3,2,4,2,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,28,대졸,부산,좋은 편
102896,2,1993,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,28,대졸,부산,좋은 편
102902,2,2002,3,2,2,2,4,3.0,1.0,,,True,미취업,여성,19,고졸,부산,좋은 편
102912,2,1993,3,2,4,2,4,3.0,2.0,,,True,미취업,여성,28,대졸,부산,좋은 편
102916,2,2002,3,2,2,2,4,3.0,1.0,3.0,1.0,True,미취업,여성,19,고졸,부산,좋은 편
102917,1,1994,2,2,4,2,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,27,대졸,부산,매우 좋음
102918,2,1997,3,2,4,2,5,1.0,2.0,3.0,2.0,True,취업 성공,여성,24,대졸,부산,매우 좋음
102924,1,1993,2,2,4,2,5,,,,,True,미취업,남성,28,대졸,부산,매우 좋음
102929,2,1996,3,2,2,2,5,1.0,2.0,3.0,2.0,True,취업 성공,여성,25,고졸,부산,매우 좋음
102936,2,2002,3,2,2,2,4,3.0,1.0,1.0,2.0,True,취업 성공,여성,19,고졸,부산,좋은 편
102953,1,1998,3,2,2,2,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,23,고졸,부산,좋은 편
102959,1,1995,2,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,부산,좋은 편
102961,1,2002,2,2,2,2,4,,,,,True,미취업,남성,19,고졸,부산,좋은 편
102965,2,1995,2,2,2,2,4,2.0,2.0,3.0,2.0,True,미취업,여성,26,고졸,부산,좋은 편
102970,1,1993,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,부산,좋은 편
102979,2,1993,3,2,2,2,4,1.0,2.0,3.0,2.0,True,취업 성공,여성,28,고졸,부산,좋은 편
102980,2,1998,3,2,2,2,4,,,,,True,미취업,여성,23,고졸,부산,좋은 편
102985,1,1996,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,25,대졸,부산,좋은 편
102989,2,1997,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,24,대졸,부산,좋은 편
102992,2,1993,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,28,대졸,부산,좋은 편
103001,1,1997,3,2,2,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,24,고졸,부산,좋은 편
103009,2,1994,3,2,2,2,4,3.0,1.0,3.0,1.0,True,미취업,여성,27,고졸,부산,좋은 편
103012,1,1995,3,2,4,2,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,부산,좋은 편
103016,2,1994,3,2,4,2,5,1.0,2.0,1.0,2.0,True,취업 성공,여성,27,대졸,부산,매우 좋음
103033,2,1995,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,26,대졸,부산,좋은 편
103038,1,1993,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,28,대졸,부산,좋은 편
103047,2,1999,3,2,2,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,22,고졸,부산,좋은 편
103060,2,1995,3,2,4,2,5,3.0,2.0,3.0,2.0,True,미취업,여성,26,대졸,부산,매우 좋음
103061,1,1997,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,24,대졸,부산,좋은 편
103067,2,1995,3,2,4,2,4,2.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,부산,좋은 편
103072,1,1994,2,2,2,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,27,고졸,부산,좋은 편
103077,1,1998,3,2,4,2,4,2.0,2.0,1.0,2.0,True,취업 성공,남성,23,대졸,부산,좋은 편
103083,1,1995,3,2,4,2,5,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,부산,매우 좋음
103085,1,1994,3,2,3,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,27,전문대졸,부산,좋은 편
103092,1,2000,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,21,고졸,부산,좋은 편
103093,2,1998,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,23,대졸,부산,좋은 편
103096,2,1994,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,27,대졸,부산,좋은 편
103103,2,1998,2,2,4,2,4,1.0,2.0,2.0,2.0,True,취업 성공,여성,23,대졸,부산,좋은 편
103107,1,1994,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,27,대졸,부산,좋은 편
103115,1,1999,3,2,2,2,4,3.0,1.0,3.0,1.0,True,미취업,남성,22,고졸,부산,좋은 편
103121,1,1999,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,22,고졸,부산,좋은 편
103123,2,1995,3,2,4,2,4,1.0,2.0,,,True,취업 성공,여성,26,대졸,부산,좋은 편
103130,1,1998,3,2,2,2,4,3.0,1.0,3.0,1.0,True,미취업,남성,23,고졸,부산,좋은 편
103133,1,2000,3,2,2,2,5,3.0,1.0,3.0,1.0,True,미취업,남성,21,고졸,부산,매우 좋음
103134,2,2002,3,2,2,2,5,3.0,1.0,3.0,1.0,True,미취업,여성,19,고졸,부산,매우 좋음
103138,1,1999,3,2,2,2,4,,,,,True,미취업,남성,22,고졸,부산,좋은 편
103139,1,1994,2,2,4,2,4,2.0,2.0,1.0,2.0,True,취업 성공,남성,27,대졸,부산,좋은 편
103144,2,2002,3,2,2,2,5,3.0,1.0,3.0,1.0,True,미취업,여성,19,고졸,부산,매우 좋음
103146,2,1998,3,2,4,2,5,2.0,2.0,1.0,2.0,True,취업 성공,여성,23,대졸,부산,매우 좋음
103147,1,2002,3,2,2,2,5,3.0,1.0,3.0,1.0,True,미취업,남성,19,고졸,부산,매우 좋음
103148,2,2002,3,2,2,2,4,3.0,1.0,3.0,1.0,True,미취업,여성,19,고졸,부산,좋은 편
103149,1,1995,2,2,4,2,4,2.0,2.0,3.0,2.0,True,미취업,남성,26,대졸,부산,좋은 편
103151,2,2002,3,2,2,2,5,3.0,1.0,3.0,1.0,True,미취업,여성,19,고졸,부산,매우 좋음
103155,1,2000,3,2,2,2,5,3.0,2.0,1.0,2.0,True,취업 성공,남성,21,고졸,부산,매우 좋음
103160,2,1995,2,2,4,2,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,26,대졸,부산,좋은 편
103163,1,1993,2,2,3,2,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,28,전문대졸,부산,좋은 편
103166,2,1997,2,2,4,2,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,24,대졸,부산,좋은 편
103171,2,1995,3,2,3,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,26,전문대졸,부산,좋은 편
103182,1,1993,3,2,4,2,4,3.0,2.0,3.0,2.0,True,미취업,남성,28,대졸,부산,좋은 편
103186,2,1995,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,26,고졸,부산,좋은 편
103190,2,1993,3,2,4,2,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,28,대졸,부산,좋은 편
103192,1,1995,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,26,대졸,부산,좋은 편
103196,1,1993,3,2,3,2,4,1.0,2.0,1.0,2.0,True,취업 성공,남성,28,전문대졸,부산,좋은 편
103198,1,1997,3,2,3,2,5,3.0,2.0,1.0,2.0,True,취업 성공,남성,24,전문대졸,부산,매우 좋음
103200,2,1998,3,2,2,2,4,3.0,2.0,3.0,2.0,True,미취업,여성,23,고졸,부산,좋은 편
103205,2,1997,3,2,3,2,4,3.0,2.0,1.0,2.0,True,취업 성공,여성,24,전문대졸,부산,좋은 편
103207,1,1996,3,2,2,2,4,3.0,2.0,1.0,2.0,True,취업 성공,남성,25,고졸,부산,좋은 편
103211,2,1994,3,2,2,2,4,1.0,2.0,3.0,2.0,True,취업 성공,여성,27,고졸,부산,좋은 편
103214,2,1996,3,2,4,2,3,3.0,2.0,3.0,2.0,True,미취업,여성,25,대졸,부산,보통
103218,2,1993,3,2,4,2,4,1.0,2.0,1.0,2.0,True,취업 성공,여성,28,대졸,부산,좋은 편
